time,description,camp
2026-06-07 10:00,Knighting Ceremony. Knighting Ceremony: Our most cherished and beloved vessel hath been lost! Become a Knight Who Says Ni and hunt for our most Holy Chalice!,Camp Who Says Ni
2026-06-07 10:00,Sunday opening. Sunday opening: Disco Loco opens!,Disco Loco
2026-06-07 10:00,"Balearic Brunch: Low Tide Recovery Club. Join Andfriends drifting through yacht-rock-esque Balearic disco, synthy piano chords, coastal slow-burn grooves, sunrise soul and slow-motion Sunday recovery energy.",Electric Circus
2026-06-07 10:00,"The Free Bookstore is Open! with Kid’s Area. The Free Bookstore is Open! with Kid’s Area: All genres of books to browse and take home, cozy nature crafting corner, shaded kids play area, self serve herbal tea, kids dressups and DIY facepainting.",Fairytale BookHub Café & Trash Fence Kid’s Play Area
2026-06-07 10:00,"Deep Fried D-Holes. Deep Fried D-Holes: Waking up is better with a hot D. Hole! Come by for fresh made deep fried donut holes coated with cinnamon & sugar. Please enjoy our shady Café, & kiddos Trash Fence play area.",Fairytale BookHub Café & Trash Fence Kid’s Play Area
2026-06-07 10:00,Fluoropong table tennis lessons. Fluoropong table tennis lessons: Come learn to play table tennis,Fluoropong
2026-06-07 10:00,Sock It Two Me meets Mutant Critters. Make a sock puppet and/or mutant stuffies,The Really Lost Penguins Chill Cave
2026-06-07 10:00,Spaghetti western-cakes!. Spaghetti western-cakes!: Served 10- 12 or until the batter’s gone,Flying Pancakes
2026-06-07 10:00,"Healing Sessions. 1-on-1 healing sessions, including massage, reiki, sound healing, breathwork, and other modalities.",Healing Kiss
2026-06-07 10:00,Help with Feelings. Help with Feelings: Ambushed by some feelings that are interfering with your plans? Get help with feelings at the Moistly Helpful Help Desk from someone with no qualifications whatsoever.,Moistly Helpful Help Desk
2026-06-07 10:00,Easy Sunday Yoga. Easy Sunday Yoga: A gentle yin yoga to ground ourselves and move in community. Stay for coffee after!,Recovery House
2026-06-07 10:00,"Cinder-Fellas and the Playa Princesses. Cinder-Fellas and the Playa Princesses: We saw some Disney Princes and Princesses experiencing their first Otherworld! If you find them, stop to say hello, sing a song, dance, get your face painted, become a royal, play a game, or take a portrait! Help them learn about OW! ALL AGES!",Cinder-Fellas and the Playa Princesses
2026-06-07 10:30,Most Restorative Womb yoga EVER. Most Restorative Womb yoga EVER: Come restore your body back to your fluid fetus self. Let your nervous system be held in our amniotic space. Gentle movement to gestate yourself back to feeling newer than when you were first born! Bring a yoga mat and a placenta if you have one.,Living Womb Rebirthing Lounge @ Motherworld
2026-06-07 10:30,"Intro to Rope with Danger Mouse!. Come learn safety and foundational ties like a single column tie and basic chest harness, variants for diverse bodies. No previous experience needed. Some rope available, or bring your own. Bring a buddy, meet a buddy, or tie yourself in knots!",Welcome to Arcadia
2026-06-07 10:30,Rub-a-Dub-Dub A Song and a Scrub. Rub-a-Dub-Dub A Song and a Scrub: Shower Line Up Karaoke and Entertainment,Rub-a-Dub-Dub A Song and a Scrub Crew
2026-06-07 10:30,Taconoods Moist Leftovers Brunch. Taconoods Moist Leftovers Brunch: DIY ramen buffet with our leftovers - BYO bowl - until supplies last!,Taconoods
2026-06-07 11:00,Badger Cinema. Badger Cinema: Movie Night! Badger Style! Popcorn included...or is it?,Badgers Hideout
2026-06-07 11:00,"Intuitive Chakra Toning Meditation. Come connect deeper to your inner temple through a guided and intuitive chakra toning workshop, with a relaxing meditation and collective Reiki treatment designed to restore balance, leaving you feeling grounded and renewed. Guided by Renee Christine",True Love Temple
2026-06-07 11:00,"Bucket Golf or Bust. See a guy in tie dye caddy coveralls? Congratulations, you’ve found wandering bucket golf. Attempt athletic greatness with deeply inadequate equipment in the least prestigious tournament in modern history.",Traveling Fairway Division of Sloplandia
2026-06-07 11:00,"Marionettes!. Marionettes!: Make a puppet, obviously...",Camp Who Says Ni
2026-06-07 11:00,Serving breakfast sandwiches with a side of BASSY BEATS. Swizzle it all down into your tum tum with a North Island Mimosa. Yum yum!,Bass House Brunch Bunch
2026-06-07 11:00,Vocal soundbath. A vocal sound bath that is a journey into the mystery as well as a Soundhealing journey with my looping pedal and vocal effects mic’s. Sink into your spirit & integrate your journey this far and those to come. Sacred sound,Chai trance
2026-06-07 11:00,Disco Loco Massage Train. Let’s break the record for the world’s longest massage train!,Disco Loco
2026-06-07 11:00,Upside down and all around. Handstands and hoola hooping! All welcome let’s get dizzy!!,Fantasia
2026-06-07 11:00,Trial of Errors. Drop in for a quick game of Deathtrap D&D in an Otherworldian Dungeon,Level Up+
2026-06-07 11:00,Real Estate Help. Wonder what’s going on with housing prices? Wondering when to sell or buy? Wondering how renovations impact your home’s value? Get answers and advice anonymously at the Moistly Helpful Help Desk from a Victoria area expert.,Moistly Helpful Help Desk
2026-06-07 11:00,"Boots Off, Roots Down Yoga. Easy does it now with this closing day practice. Let go of any residual butthole clenching in this nice n’ easy yoga class (beginner friendly). Here you can shake off the dust, surrender the characters, and drop yer roots deep into the good earth.",Mystic Redneck
2026-06-07 11:00,Thor’s Remedy. The legend returns! Raid your hangover and moisten your lips with a Viking Caesar garnished with even more spicy spoils and pickled plunder! Mock and vegan on request.,Neon Valhalla
2026-06-07 11:00,Phantasmagoria!. Oscillation Duration!,Phantasmagoria
2026-06-07 11:00,Sunday Morning Cartoons. Relive your childhood with a marathon of 90s Sunday morning favorites. We’ll have coffee and snacks on hand to help you recharge.,Pogs 4 Applause
2026-06-07 11:00,Music Hour for little Tots. Bring your littles on by to enjoy sing-alongs and explore musical treasures together! Best suited for ages 3 and under with caregivers,Portal Lounge
2026-06-07 11:00,Handstand Workshop w/ Shawn. Getting upside down for all levels. Inversion/Handstand workshop.,Steeped in Art
2026-06-07 11:00,"Cat Lenny in Space. Meet Cat Lenny: cosmic traveller, dimensional beast, certified good boy. Climb aboard and transcend this earthly plane. Capture photographic evidence as you ride eternally through space and time.",Sloplandia
2026-06-07 11:00,Cornhole. I am the great Cornholio. I need beanbags for my bunghole.,Sloplandia
2026-06-07 11:00,Rave Church. Celebrate the power of the rave with DUKE & the Sound Habitat All-stars,Sound Habitat
2026-06-07 11:00,"Power Pilates. Wake up your glutes and fire up your glutes! This custom Cottage sesh will build strength and stability, Come wobbly, leave strong!",The Cottage
2026-06-07 11:00,"The Greatest Art Heist of All Time. Ever dreamed of pulling off the perfect heist? Now’s your chance. Sneak into the MOISTeum, claim a piece of art, and join the greatest art heist of all time. Just don’t let security catch you!",The Really Lost Penguins Chill Cave
2026-06-07 11:00,"Ecstatic Dance Heart Journey. Arise & Awaken into your Heart with TranscendDance Hybrid-DJ Duo Power Couple offering diverse music genres/tempos to freely express through dance without words. An inner & outer journey of heart reverence for self, community, land & spirit.",Mother Tree
2026-06-07 11:30,"Confession Concession. Spin the Wheel of Penance! Confess your sins! Serving Grilled Cheeses, Bloody or Virgin Mary’s and punishment.",Confession Concession
2026-06-07 11:45,"Stay Moist. Stretch, Sway & Slay: Start slow & sink into the vibe. Begin on the floor breathing, opening, & reconnecting, then rise into a playful retro dance party w/ 70s grooves, 90s bops, & early 2000s chaos. Moisturize your soul. Shake your assets. No experience required.",Boobs & Berries
2026-06-07 12:00,"Anal Play. Anal play can be deeply arousing and even mindblowing but it may also seem intimidating or unhygienic to many. Come explore anal play, from a non-scat play perspective, with a focus on all things health and safety related (19+).",Babylon
2026-06-07 12:00,Music - Live DJ's & Dancing. Some of the hottest artists around bringing you a smorgasbord of auditory delights to dance your hearts out,Chai Trance
2026-06-07 12:00,"AndFriends: Low Tide Recovery Club. Join Andfriends drifting through yacht-rockesque Balearic disco, synthy piano chords, coastal slow-burn grooves, sunrise soul and slow-motion Sunday recovery energy.",Electric Circus
2026-06-07 12:00,Mimosas @ Bubbly Bar. Spin a wheel. Earn a mimosa. Win a prize!? Praise Gary.,Bubbly Bar
2026-06-07 12:00,"Adopt-a-Board. They are SO cute! Come pick out your new best board friend! Watch out, they bite! Certified registered experienced board adoption facilitators present.",Camp Otherbo’r’d
2026-06-07 12:00,Maypole Ceremony. Dance and intertwine!,Camp Who Says Ni
2026-06-07 12:00,"Campocalypse Yoga. Normal hatha yoga session, but make it weird! Clothing optional! Bring your own mat/tarp!",Campocalypse
2026-06-07 12:00,Less Full Liquor Bar!. Come on by and drink what we have left... If we haven’t been raided,Campocalypse
2026-06-07 12:00,Beginner Crochet Frog workshop. Learn to make a simple crocheted Froggy fidgit/accessory (or bring your own WIP) and sip herbal teas with us!,Fairytale BookHub Café & Trash Fence Kid’s Play Area
2026-06-07 12:00,"Lemonade stand happy hour!. Your neighbourhood lemonade bar & lounge, serving up fabulously moist libations (boozy + non).",Luscious Lemon camp
2026-06-07 12:00,Ambient Waffles with Echo Pilot. Coax your earballs to waking with ACTUAL WAFFLES being served and & Echopilot (live set),Ironic Spin
2026-06-07 12:00,"Jerk Church. Come repent for your weekend of sinful behaviour. There’ll be rowdy singin’, drinkin’ and carryon’ on. Bring your voices, your instruments and some sacramental booze to share. Hallelujah!",Jellyfish Longue
2026-06-07 12:00,Go Overboard!. Hold on to your all-inclusive-cruise-package and plunge overboard into another icy dimension with the Magical Mystery Cruise as we set sail for the (Ant) arctic. Lifeguards on duty 12:00 - 5:00pm daily.,Magical Mystery (Bus) Cruise
2026-06-07 12:00,"Gestate, Lounge and Rebirth. Immerse yourself in a uterine universe. Embibe amniotic pink drinks, strap on your umbilical cord, rejuvenate. Choose your rebirth style off our menu and be reborn via our glorious vagina slide! And so much more!",Living Womb Rebirthing Lounge @ Motherworld
2026-06-07 12:00,Recovery Dharma meeting at Recovery House. Recovery Dharma meeting at Recovery House. All welcome.,Recovery House
2026-06-07 12:00,Sonic Surrender - Yin with sound. Melt into a nourishing yin practice with Sister Chinook accompanied by immersive ambient and downtempo frequencies by Mood Beach on Vic Drip’s HiFi sound system,Vic Drip
2026-06-07 12:00,Dom your landlord. a renter’s guide: Come learn your rights - it’s so hot right now. A workshop about building anticolonial tenant power.,Thirst Trap
2026-06-07 12:00,"Bar, Compliments and Curios. Serving up drinks and kind words, while you peruse the shop of curious wonders. Plinko pays your bill!",Sky Hummingbird Curios & Com- pliments Bar
2026-06-07 12:00,Everyone’s Got a Butt. Get elbows deep and fist around at our S-L- U-T friendship anal bead bracelet making station.,Slut Camp
2026-06-07 12:00,Fun Bags. Love boobs? Come flap some fun bags around with our delightful boobie themed cornhole game!,Slut Camp
2026-06-07 12:00,Pin the Dildo on the Dyke. Strap up and strap on! Come play a fun take on a classic game (pin the tail on the donkey)! Frid,Slut Camp
2026-06-07 12:00,"Free Foot Pics. Come take a look at our big and beautiful foot, but be careful, no free foot pics! Make sure to bring an offering to Big Dawg if you want to capture it.",Slut Camp
2026-06-07 12:00,Slut Altar. Come revere the slut within and leave a slutty confession,Slut Camp
2026-06-07 12:00,Freak-Flag Raising Ceremony. Daily raising of our perverted flags to honour the sluts. Come pay your respects. Featuring our rage box - a designated place to write and store your rage.,Slut Camp
2026-06-07 12:00,"Camp Dad’s Yacht Rock Top 40. Cast off your landlocked blues and drift into easy listening. Your nostalgia lifeline delivers smooth licks and silky choruses that glide like a freshly varnished hull. Grab your aloha shirt, oversized mug, and sail into the day with maximum chill.",The Cottage
2026-06-07 12:00,"Grilled Cheese Sandwhich Lunch. Join the Low Bar team Sunday 12–1 for a grilled cheese lunch. Hot, melty, and exactly what you need.",The Low Bar
2026-06-07 12:00,"Mathemagic!. Hey, wanna see something cool? Then let your sister show you the mathemagical magnificence of the HEXAFEXAGON. Come do a quick craft that will blow your mind and have your whole camp saying, “Whoa.” You’re welcome.","The Sisterhood of Unsolicited
Advice"
2026-06-07 12:00,Noods and Noods Life Drawing. Join us in Camp Umami's noodle lounge for a life drawing event. Materials provided,Camp UMAMI
2026-06-07 12:00,"Chai Lounge. Come in and let us serve you a cup of iced chai in our cozy, kinky chai lounge. We have dairy and vegan options.",Thirst Trap
2026-06-07 12:00,"The Low Bar Happy Hour. The one and only Low Bar pours open daily from 12–4. Spin the wheel, grab a drink, and enjoy the antics of our legendary bartenders.",The Low Bar
2026-06-07 12:30,"Dim Sum Brunch. Nothing describes Sunday morning camping experience better than dim sum brunch with your friends at Cathartic Cantina. Come eat, drink and vibe until we run out.",Cathartic Cantina
2026-06-07 12:30,"The Scandal-navian Spa Experience. Have you ever been so pampered that you forgot about all your worries? This is entirely not that experience. Let us treat you to a reckless, perfectly ill-conceived spa treatment with scandalously bad, imitation, amateur spa “professionals”.",Camp Wet Landing
2026-06-07 12:30,Colouring Time. Channel your inner child and grab a crayon.,Cozy Corner
2026-06-07 12:30,"Highland Saining for Mystic Numpty Kin. Come get MOIST at our sacred yet ridiculous Scottish-style folk ritual of blessing, cleansing & purification.",Mystic Redneck
2026-06-07 12:30,"PIG OUT at SIX DEGREES OF BACON. Soo-ee! Come scarf down ya morning slop served by the sexiest of piggies! We’ve got tasty plant- based bacon & eggs with classic brunch cocktails, mocktails and coffee. No animals were harmed in the making of this brunch... unless you want us to? ;)",Six Degrees of Bacon
2026-06-07 12:30,Flip Side Cafe. Sweet and savoury crêpes served hot — follow the smell of butter and questionable decisions.,The Cottage
2026-06-07 13:00,"Come play mini golf. Immerse yourself in our iridescent glow in the dark forest where you play different size of mini golf holes (giant, medium, miniature), a wishing well, a plink- hole and a Confession-hole (a full size confessional where you can confess your sins get absolution)",Abrabrabra
2026-06-07 13:00,"B&B Sunday Service. Swing on by BoobsnBerries for your Sunday Service special, Mimosas! These Moist libations will pair well with the fantastic tunes being thrown down by the day rave DJ’s! Come join us for a Bev and a Boogie Sailors!",Boobs & Berries
2026-06-07 13:00,The Art of Kindling. Meeting of the Board: Official Bored Meeting. Please raise your hand to talk. Agenda at: www.theartofkindling.org/agendar_ p59_jdoe.pdf,Camp Otherbo’r’d
2026-06-07 13:00,"Spill the Tea. Write down the gossip, confession, or secret you’ve always wanted to say out loud and place it in the lockbox — all entries remain anonymous and burned at a later date. Sip on Sweet tea (bourbon optional) while we laugh, release, and let the drama go!",Flamingo Camp
2026-06-07 13:00,"Pickle Priest. Confess your sins, and our holy brine may atone you!",Camp Who Says Ni
2026-06-07 13:00,Inquisition Improv. Interactive Improvisational Idiocy is Imminent!,Camp Who Says Ni
2026-06-07 13:00,"The Hot Toddies. Marie & Carl host a classic temple day event where they tell stories, read poems & play music",The Den
2026-06-07 13:00,"Truthful Communication and Tantric Yoga. Practice Dyad’s, Listening and speaking truthfully to a partner. Enjoy the tantric experience of Giving and Receiving with simple comforting words and gentle touch. Guided by Taiya",True Love Temple
2026-06-07 13:00,"Elemental tantric yoga for women with Samantha Hope. Awaken your body, ignite your energy, and move as the elements— through breath, movement and conscious touch, connecting deeply with yourself and others in this embodied tantric journey for women",Portal Lounge
2026-06-07 13:00,"Chill Pudding Service!. Come Come stuff your dusty pie hole with ice cold chill pudding, top it with your favourite special treats from our toppings bar and relax under our big star shade. BYOC. Kids eat free.",Chill Pudding Camp
2026-06-07 13:00,"BaAaAaAaAaAr is open. Flock to the barn, drinks and yarn. Shepherd wanted",Ewe-Turn
2026-06-07 13:00,Wig snatching competition. Snatch the wig of your opponent. will you be the last sheep to be sheared! (Wigs provided),Ewe-Turn
2026-06-07 13:00,"Indugle Your Census Thought- provoking questions, daily Oral Administration. form-filling excitement with paper & pencils. Results will be read aloud for the enjoyment of anyone who wishes to Indulge, and catalogued online with previous years’ questions & answers.",Faffway Village
2026-06-07 13:00,"Really Lost Snow Cones. Not all penguins who wander are lost…but we are! It’s ok though, we bring snow with us to keep cool. If you find us, we’ll share it with you! Give us an “ark, ark, ark” and we might even moisten it with one of our many home made syrup flavours.",Really Lost Penguins: Wandering Yum-Yum Cart
2026-06-07 13:00,"Reggae Brunch. Adventure through the history of reggae and dancehall, with MORE waffles? or pancakes? Sweet carby wake up fuel? with Space Tiger",Ironic Spin
2026-06-07 13:00,Discussion - Planning for Collapse. Discussion about ways we can connect as a community outside of Otherworld to bring the 10 principles to life and create resilience in the face of Polycrisis,Jellyfish Longue
2026-06-07 13:00,"Ground & Shine ~ yoga, meditation & movement. Sit, breathe and move gently in community. An intentional 60-minute practice to reconnect with yourself.",Mother Tree
2026-06-07 13:00,"Intro to Rope with Fox (19+). Shibari put the frog in your bog? Come learn the basics of bondage. Best learned with a partner and your own rope, but we will have some to lend out.",Nauti Norse
2026-06-07 13:00,Body Painting. Face and body paint! All ages!,Recovery House
2026-06-07 13:00,"Sapphic Spanky Spin the Bottle. A classic from your teenage years only gayer. Kiss, spank or wink at the cutie of your dreams. Sapphics only. 19+",Smut Café
2026-06-07 13:00,"Garden Grove at The Cottage (Sublime Sunday). Dub stylee! A hazy, dub‑kissed hour drifting through sun‑baked riffs and stoner‑surf sway, carrying that unmistakable Garden Grove spirit. Warm guitars, lazy‑day grooves, and chill that feels like coasting down the boulevard with nowhere to be.",The Cottage
2026-06-07 13:00,"Break-A-Bear with Tom. Step into Tom’s domain of soft‑toy transformation, where teddy bears receive over‑the‑top enhancements powered by enthusiasm, improvisation, and zero regard for manufacturer intent. Fluff everywhere, laughter guaranteed, and Tom in his element.",The Cottage
2026-06-07 13:00,"Cosmic Kev The Dreamidifier. Are your dreams feeling dry and parched? Looking for some dreamspiration? Wet your dreams in the Dreamidifier®, a playful session to remember what matters most. The rinse cycle begins promptly, don’t miss the mist!",Garden Cosmico
2026-06-07 13:00,Adrian & Nikki Dance Workshop. Adrian & Nikki Dance Workshop,Tune Town Stage
2026-06-07 13:30,"Creative Mending and Can-apees. Run out of snacks? Got a snag in your party pants? A little last- day coddling, Campocalypse style. Exotic canned goods encouraged.",Campocalypse
2026-06-07 13:30,"Acoustic Jam. Bring your instruments to Under the Mother Tree for a facilitated acoustic music jam, everyone gets a chance to lead!",Mother Tree
2026-06-07 14:00,"Radical Street Art. A revolutionary arts & crafts workshop feat. DIY screenprinting, button-making, stencils and graffiti art. Make art for the resistance and enjoy the Molotov cocktail bar!",Welcome to the Resistance
2026-06-07 14:00,"BitCorn Stalk Market. Come bet the farm! Corntastic carnival games: Corn Hole, Barnyard Basketball & Corn Ring Toss. Win tickets, trade for corny prizes at the Bitcorn Stalk Market. Buy High, Sell Low! Be warned, it’s a volatile ecornomy… Iced Tea & Popcorn!",Absurditea
2026-06-07 14:00,"Wild Thing Circus!. Step right up and enjoy the circus! Snacks, wonders, games and more. Bring your wildest animal to tame. Puuurfect for young wonders and ringleaders.",Wild Things Camp
2026-06-07 14:00,"Kitty Cat Karaoke. Our Kitty Karaoke station is the purr-fect place to meow it out. Grab a mic, channel your inner feline and belt out your favourite tunes, cat style.",Wild Things Camp
2026-06-07 14:00,Propagation Station. Feel the earth between your fingers as you plant a new little friend (seed or succulent) in a newly decorated pot done by you!,Absurditea
2026-06-07 14:00,Oil Wrestling: Epic Of Gilgamesh. Come and participate in a power struggle between friends in a ‘Moist’ coconut oil wrestling ring. Clothing Optional (19+).,Babylon
2026-06-07 14:00,"Revive & Vibe with Linda. After long nights of dancing, this is a gentle space to come back to your body. We’ll move slow, loosen the joints, wake up the muscles, and just feel good again. You can join half asleep, barefoot...or in a unicorn costume.",Big Top Rouge
2026-06-07 14:00,"Touch Tunnel. Slip Into Something Sensory: At Touch Temple Camp downstairs (look for hand flags and red&gold circus tent), take 10 minutes for a guided journey through fire, water, air, and ground touch. Invigorating, sensory, and a little moist. Wake your boggy senses!",Touch Temple
2026-06-07 14:00,"Bohr Dumb, Einstein Smart. A Boring Physics Rant: Come hear Donkey Love rant about how resentful he is of the Copenhagen Interpretation of Quantum Mechanics. Less than 3.14% ad hominem arguments by mass.",Camp Otherbo’r’d
2026-06-07 14:00,Origami with Arnold. Experience the art of origami with Arnie as he guides you through the traditional Japanese art of paper folding.,White Lightning
2026-06-07 14:00,Electrolyte Elixir Bar. Are you hydrated? Didn’t think so. Come replenish your body chemicals with our proprietary health and mana potions,Camp Who Says Ni
2026-06-07 14:00,"Clay Play: Throw Pottery Smash Patriarchy. We’ll go over pottery basics. As we shape our clay and explore the joy of making with our hands, we’ll reflect on the systems we want to tear down and channel our energy into the ones we want to build.",Thirst Trap
2026-06-07 14:00,Moist Nitro Yerba Mate. Come fill your MUGS with some moist offerings of Nitro Yerba Mate,CLuG
2026-06-07 14:00,"Sunday funday Pool Party. Blow up the Floaties, bring your lounge chairs, swimsuits, water guns and choose your adventure moistly misted or super soaked? Beat the heat, Kick back relax or bounce that bootie to some pool party beats. CLuGlife guards and thirst aid on duty",CLuG
2026-06-07 14:00,"The Feeling Map. Collaborative string art project. Each colour holds a feeling. Choose one that feels closest to you, then attach it to the daily map, 3 feeling maps created over 3 days. Return at dusk for the glow.",Electric Circus
2026-06-07 14:00,"Trainwrecking. A guide to being a sh*t DJ: A guided exploration of terrible transitions, performer faux pas, and the improper use of air horns",Electric Circus
2026-06-07 14:00,"Fix-it Station. Open for drop-ins: The place to go to help you express yourself & decommodify by fixin yer shit. We’ve got a bunch of tools (sewing, grommets, rivets, glues, tapes, + more!) and supplies to help you repair your OW finery (or just come hang out and make!)",Fix-it Station
2026-06-07 14:00,Sunday Sundae. Come make an old school ice cream sundae!,Garden of Eatin'
2026-06-07 14:00,"Geek-a-Long with Bardy B. The Bards of Level Up+ lead a kitchen party of nerdy-ass music from film, TV, musicals & games. Bring voices to sing along, instruments to accompany (chords avail at bit. ly/bardly) & watch out for pickle- pelting bar goblins!",Level Up+
2026-06-07 14:00,Temporary Tattoo/Body Adornment Station. Come get prettied up with temporary tattoos and various body adornment offerings,Lunar Moth Camp
2026-06-07 14:00,PNP? The fun and wonderful world of chemsex. Drugs and sex go together like peanut butter and... KY Jelly? In this harm reduction workshop we will discuss how to get your rocks off in exciting and colourful new ways!,Nontes
2026-06-07 14:00,Ocean Crafts & Drop-In Creative Space. Drop in for some casual ocean-themed arts and crafts! Queer friendly space for creative souls of all ages.,Ripple Effect
2026-06-07 14:00,"Salon Saloon Sunday. The Salon Saloon is OPEN and it’s been a doozy of a weekend. Looking like you wrestled a cactus? Let our Stylists smooth things out, come on down for a haircut and shenanigans.",Salon Saloon
2026-06-07 14:00,"Lascivious Life Drawing. Sketch our lovely models in various states of undress and erotic poses. Optional praise or punishment from our two sweet and salty art teachers, who may select your art to be displayed in Smut Café. Beginners welcome! 19+",Smut Café
2026-06-07 14:00,"Dub Roots Science with DJ Klausi. A deep‑roots dub session built on echo, space, and heavy bass pressure. Dub Roots Science channels pure Scientist energy with stripped‑down riddims, swirling delays, and vibrations that shake the dust off your soul.",The Cottage
2026-06-07 14:00,Dreamwork Pop-Ins. ongoing offering: Have you ever had a dream that really stuck with you? Bring it to the Occult Library and we’ll help you make meaning of it using Jung’s framework of dream interpretation.,The Occult Library
2026-06-07 14:00,Open Mic. Open Mic,Tune Town Stage
2026-06-07 14:22,"The Tinfoil Hat Decompression & Shielding Workshop. Prepare for Re- Entry! The “Default World” is waiting to scan your dusty brain. Join us to reinforce your headgear for the drive home. Patch your leaks, block the highway sensors, and keep the magic in. Don’t let the suburbs read your soul!",Skybar
2026-06-07 14:30,"Breath & Bass. A DJ-led breathwork journey—let sound guide your breath as we soften, release, and close the Sensuary together.",Sensuary Camp
2026-06-07 14:30,"Touch Your Desires Conversation Cafe. At Touch Temple Camp downstairs (hand flags & red/gold circus tent), pull up a seat at this Café serving a menu of poetry, humor, bad advice, coaching, and consensual touch, all served with empathy and fun.",Touch Temple
2026-06-07 15:00,"Non-linear play for flow artists with Ariel Amara. This workshop is for all flow artists & prop manipulators of all kinds! Time to experiment and play outside the box. Expanding beyond the repetitive and the ‘shoulds’, and poke at perfectionism. To help us discover new possibilities.",Big Top Rouge
2026-06-07 15:00,"Sigil/Talisman Making. Create your own magickal artifact, imbued with intention and Olderworldly energies!",Camp Who Says Ni
2026-06-07 15:00,"WHERE CRIB PUNS COME TO DIE. Come check out the Highest Hand leaderboard as OW wraps up! Taking all comers until we drive away to give WtiF a run for their pretend money. This is your last guaranteed chance to pet the mascots, admire the art & consume snacks and bevvies.",Crib Bar
2026-06-07 15:00,"Fusion Dance Intro and Jam. Fusion is partner dancing based on connection, lead-follow principles, consent, and a mix of styles. Short intro warmup followed by many amazing dances with amazing people. Come open-minded and willing to listen and move to the music and each other",Electric Circus
2026-06-07 15:00,"Scrap Happy Junk Journals. Scrap Happy Junk Journals is a fun, hands- on workshop where participants transform everyday paper scraps into unique handmade journals using collage, stamping, layering, and simple bookmaking techniques. Ages 8+ (check out @upstyleart for inspo!)",Fix-it Station
2026-06-07 15:00,"Bleach / Dispersion tie “dye” workshop. Jazz up a tired/thrifted garment using bleach to remove dye, or make some fun patches to repair or cover logos! We have 20+ assorted thrifted shirts size sm-3x to choose from, and patch fabric (or BYO mostly cotton tee). WEAR OLD/ WHITE/NO CLOTHES!",Fix-it Station
2026-06-07 15:00,Sketchy Sunday All-Stars. You want to dance? You want to move? You want to know where the brunch just happened but you missed it? THIS IS THE PLACE.,Ironic Spin
2026-06-07 15:00,"Colouring in the Womb with Julia. Come colour with Julia in the womb just like the good ol’ days! Crayons and paper provided, just bring your beautifully wandering monkey mind and let it land, one color at a time.",Living Womb Rebirthing Lounge @ Motherworld
2026-06-07 15:00,"Teenager Fashion Advice. You know you look cool but do teenagers think you look cool, too? Want some pointers on how to get more snatched, dripping or steezy? Get fashion advice at the Moistly Helpful Help Desk from some legit teenagers in the know.",Moistly Helpful Help Desk
2026-06-07 15:00,"Barehanded Spanking Workshop. A workshop for people who are interested in bare-handed spanking but don’t have much experience. Covers safety, techniques, some demos, and some open practice time.",Nontes
2026-06-07 15:00,"Annoy A Vegan Panel. Ever wondered what the hell a vegan eats and why they are so annoying??? Join us for our Ask A Vegan Panel where you can ask our panel of athletes, artists, and previously arrested activists any of your burning questions! No question is too silly!",Six Degrees of Bacon
2026-06-07 15:00,"Cat and Rat. Miss the glory days of sprinting from fuzzy tyranny? Recreate Cat and Mouse: costumes, squeaky toys, dignity optional.",Slut Camp
2026-06-07 15:00,"Slime Wrestling. Channel your inner gastropod and face off in a glistening arena of goo. Slow, slippery, non-toxic, and debatably graceful. Bring a towel!",Smut Café
2026-06-07 15:00,"Straight Outta Cottage - Afternoon Hip Hop. A groove‑rich blend of hip hop and jazz‑soaked rhythm, channeling that classic Tribe warmth. Straight Outta Cottage drops conscious swagger, mellow horns, and beats built for nodding along under glowing festival lights.",The Cottage
2026-06-07 15:00,"Can’t Take it Home: Booze Giveaway. We are giving away our leftover alcohol and water! Please bring your own bottles and we will give out what extra we have left. First come, first served, shared as fairly as possible.",Welcome to Arcadia
2026-06-07 15:00,"Tavern Tales. Bring Your Own Story: Do you have a story to tell? An adventure to recount? Come share your favorite real-life or fictional tales at The Fizzy Familiar, or enjoy basking in the narratives of other adventurers while sipping on a nice drink!",The Fizzy Familiar
2026-06-07 15:00,Sugar High: Epic Cupcakes. Play “Truth or Dare Icing Breakers” + eat the most EPIC cupcake of your life.,Sunnydaze Esplanade (Horse Cakes)
2026-06-07 15:30,"A Serious Discussion about Indigeneity. Conversations about the meaning and value of Indigeneity in our reality. We were all Indigenous to somewhere once, and some of us are Indigenous to this land. Come share in what the big deal is. Facilitators present, experienced ones desired.",Camp Otherbo’r’d
2026-06-07 15:30,"Chakra Attunement. In this workshop you will learn about your 7 Chakra System from the Root to the Crown, characteristics of each Chakra, and how you interact with each area. Holistic Attunement and Activation through movement, sound, visualization, and meditation.",Healing Kiss
2026-06-07 15:30,"Slow Energetic Sensual Massage and
Presence.. Learn the art of slow, conscious sensual touch and give your partner the most delightful massage ever! Guided by Lone Peep. ( No genital contact )",True Love Temple
2026-06-07 15:33,Treasure Box. Come Hither all ye children and inner children to the Inner Child Post Box to find the box of old treasures. There’s one for everyone but leave the rest for your mates. Yarrr. (Open 9am-2am - come by anytime),Reframing
